table_schema,table_name,column_name,data_type,matched_terms
public,type_spares_aud,revtype,smallint,type
public,unit,unit_type_id,bigint,type
public,unit,created_date,timestamp without time zone,date
public,unit,last_modified_date,timestamp without time zone,date
public,unit_aud,unit_type_id,bigint,type
public,unit_aud,revtype,smallint,type
public,unit_aud,created_date,timestamp without time zone,date
public,unit_aud,last_modified_date,timestamp without time zone,date
public,unit_type,id,bigint,type
public,unit_type,name,character varying,type
public,viewer_appearance,ifc_object_id,bigint,"ifc, object"
public,viewer_appearance,type,character varying,type
public,viewer_appearance,property_id,bigint,property
public,viewer_appearance,owning_facility_id,bigint,facility
public,viewer_settings,owning_facility_id,bigint,facility
public,viewer_settings,is_space_pickable,boolean,space
public,viewpoint,guid,character varying,guid
public,viewpoint,owning_facility_id,bigint,facility
public,warranty_reminder,facility_id,bigint,facility
public,zone,ext_object,character varying,object
public,zone,category,character varying,category
public,zone,image_guid,character varying,guid
public,zone,owning_facility_id,bigint,facility
public,zone,ifc_reference,character varying,ifc
public,zone,created_date,timestamp without time zone,date
public,zone,last_modified_date,timestamp without time zone,date
public,zone,predefined_type,character varying,type
public,zone_attributes,attributes_id,bigint,attribute
public,zone_attributes,zones_id,bigint,attribute
public,zone_attributes_aud,zones_id,bigint,attribute
public,zone_attributes_aud,attributes_id,bigint,attribute
public,zone_attributes_aud,rev,bigint,attribute
public,zone_attributes_aud,revend,bigint,attribute
public,zone_attributes_aud,revtype,smallint,"attribute, type"
public,zone_aud,ext_object,character varying,object
public,zone_aud,category,character varying,category
public,zone_aud,ifc_reference,character varying,ifc
public,zone_aud,image_guid,character varying,guid
public,zone_aud,owning_facility_id,bigint,facility
public,zone_aud,revtype,smallint,type
public,zone_aud,created_date,timestamp without time zone,date
public,zone_aud,last_modified_date,timestamp without time zone,date
public,zone_aud,predefined_type,character varying,type
public,zone_documents_aud,revtype,smallint,type
public,zone_impacts_aud,revtype,smallint,type
