table_schema,table_name,index_name,index_def
public,spare_documents_aud,spare_documents_aud_pkey,"CREATE UNIQUE INDEX spare_documents_aud_pkey ON public.spare_documents_aud USING btree (spares_id, documents_id, rev)"
public,spare_impacts,spare_impacts_pkey,"CREATE UNIQUE INDEX spare_impacts_pkey ON public.spare_impacts USING btree (spares_id, impacts_id)"
public,spare_impacts_aud,idx_spare_impacts_aud_revtype,CREATE INDEX idx_spare_impacts_aud_revtype ON public.spare_impacts_aud USING btree (revtype)
public,spare_impacts_aud,spare_impacts_aud_pkey,"CREATE UNIQUE INDEX spare_impacts_aud_pkey ON public.spare_impacts_aud USING btree (spares_id, impacts_id, rev)"
public,spare_suppliers,spare_suppliers_pkey,"CREATE UNIQUE INDEX spare_suppliers_pkey ON public.spare_suppliers USING btree (spares_id, suppliers_id)"
public,spare_suppliers_aud,spare_suppliers_aud_pkey,"CREATE UNIQUE INDEX spare_suppliers_aud_pkey ON public.spare_suppliers_aud USING btree (spares_id, suppliers_id, rev)"
public,sub_project,sub_project_pkey,CREATE UNIQUE INDEX sub_project_pkey ON public.sub_project USING btree (id)
public,supplementary_agreement,idx_speed_supplementary_agreement_contract_id,CREATE INDEX idx_speed_supplementary_agreement_contract_id ON public.supplementary_agreement USING btree (contract_id)
public,supplementary_agreement,idx_speed_supplementary_agreement_created_by_id,CREATE INDEX idx_speed_supplementary_agreement_created_by_id ON public.supplementary_agreement USING btree (created_by_id)
public,supplementary_agreement,pk_supplementary_agreement,CREATE UNIQUE INDEX pk_supplementary_agreement ON public.supplementary_agreement USING btree (id)
public,supplementary_agreement_aud,idx_speed_supplementary_agreement_aud_contract_id,CREATE INDEX idx_speed_supplementary_agreement_aud_contract_id ON public.supplementary_agreement_aud USING btree (contract_id)
public,supplementary_agreement_aud,idx_speed_supplementary_agreement_aud_created_by_id,CREATE INDEX idx_speed_supplementary_agreement_aud_created_by_id ON public.supplementary_agreement_aud USING btree (created_by_id)
public,supplementary_agreement_aud,idx_supplementary_agreement_aud_id,CREATE INDEX idx_supplementary_agreement_aud_id ON public.supplementary_agreement_aud USING btree (id)
public,supplementary_agreement_aud,idx_supplementary_agreement_aud_rev,CREATE INDEX idx_supplementary_agreement_aud_rev ON public.supplementary_agreement_aud USING btree (rev)
public,supplementary_agreement_aud,idx_supplementary_agreement_aud_revend,CREATE INDEX idx_supplementary_agreement_aud_revend ON public.supplementary_agreement_aud USING btree (revend)
public,supplementary_agreement_aud,idx_supplementary_agreement_aud_revtype,CREATE INDEX idx_supplementary_agreement_aud_revtype ON public.supplementary_agreement_aud USING btree (revtype)
public,system,idx_speed_system_created_by_id,CREATE INDEX idx_speed_system_created_by_id ON public.system USING btree (created_by_id)
public,system,pk_system,CREATE UNIQUE INDEX pk_system ON public.system USING btree (id)
public,system_acceptors,system_acceptors_pkey,"CREATE UNIQUE INDEX system_acceptors_pkey ON public.system_acceptors USING btree (systems_id, acceptors_id)"
public,system_acceptors_aud,system_acceptors_aud_pkey,"CREATE UNIQUE INDEX system_acceptors_aud_pkey ON public.system_acceptors_aud USING btree (systems_id, acceptors_id, rev)"
public,system_assignees,system_assignees_pkey,"CREATE UNIQUE INDEX system_assignees_pkey ON public.system_assignees USING btree (systems_id, assignees_id)"
public,system_assignees_aud,system_assignees_aud_pkey,"CREATE UNIQUE INDEX system_assignees_aud_pkey ON public.system_assignees_aud USING btree (systems_id, assignees_id, rev)"
public,system_attributes,idx_speed_system_attributes_attributes_id,CREATE INDEX idx_speed_system_attributes_attributes_id ON public.system_attributes USING btree (attributes_id)
public,system_attributes,idx_speed_system_attributes_systems_id,CREATE INDEX idx_speed_system_attributes_systems_id ON public.system_attributes USING btree (systems_id)
public,system_attributes,system_attributes_pkey,"CREATE UNIQUE INDEX system_attributes_pkey ON public.system_attributes USING btree (systems_id, attributes_id)"
public,system_attributes_aud,idx_system_attributes_aud_revtype,CREATE INDEX idx_system_attributes_aud_revtype ON public.system_attributes_aud USING btree (revtype)
public,system_attributes_aud,system_attributes_aud_pkey,"CREATE UNIQUE INDEX system_attributes_aud_pkey ON public.system_attributes_aud USING btree (systems_id, attributes_id, rev)"
public,system_aud,idx_speed_system_aud_created_by_id,CREATE INDEX idx_speed_system_aud_created_by_id ON public.system_aud USING btree (created_by_id)
public,system_aud,idx_speed_system_aud_owning_facility_id,CREATE INDEX idx_speed_system_aud_owning_facility_id ON public.system_aud USING btree (owning_facility_id)
public,system_aud,idx_system_aud_revtype,CREATE INDEX idx_system_aud_revtype ON public.system_aud USING btree (revtype)
public,system_aud,system_aud_pkey,"CREATE UNIQUE INDEX system_aud_pkey ON public.system_aud USING btree (id, rev)"
public,system_documents,idx_speed_system_documents_documents_id,CREATE INDEX idx_speed_system_documents_documents_id ON public.system_documents USING btree (documents_id)
public,system_documents,idx_speed_system_documents_systems_id,CREATE INDEX idx_speed_system_documents_systems_id ON public.system_documents USING btree (systems_id)
public,system_documents,system_documents_pkey,"CREATE UNIQUE INDEX system_documents_pkey ON public.system_documents USING btree (systems_id, documents_id)"
public,system_documents_aud,idx_system_documents_aud_revtype,CREATE INDEX idx_system_documents_aud_revtype ON public.system_documents_aud USING btree (revtype)
public,system_documents_aud,system_documents_aud_pkey,"CREATE UNIQUE INDEX system_documents_aud_pkey ON public.system_documents_aud USING btree (systems_id, documents_id, rev)"
public,system_impacts,system_impacts_pkey,"CREATE UNIQUE INDEX system_impacts_pkey ON public.system_impacts USING btree (systems_id, impacts_id)"
public,system_impacts_aud,idx_system_impacts_aud_revtype,CREATE INDEX idx_system_impacts_aud_revtype ON public.system_impacts_aud USING btree (revtype)
public,system_impacts_aud,system_impacts_aud_pkey,"CREATE UNIQUE INDEX system_impacts_aud_pkey ON public.system_impacts_aud USING btree (systems_id, impacts_id, rev)"
public,system_reviewers,system_reviewers_pkey,"CREATE UNIQUE INDEX system_reviewers_pkey ON public.system_reviewers USING btree (systems_id, reviewers_id)"
public,system_reviewers_aud,system_reviewers_aud_pkey,"CREATE UNIQUE INDEX system_reviewers_aud_pkey ON public.system_reviewers_aud USING btree (systems_id, reviewers_id, rev)"
public,system_watchers,system_watchers_pkey,"CREATE UNIQUE INDEX system_watchers_pkey ON public.system_watchers USING btree (systems_id, watchers_id)"
public,system_watchers_aud,system_watchers_aud_pkey,"CREATE UNIQUE INDEX system_watchers_aud_pkey ON public.system_watchers_aud USING btree (systems_id, watchers_id, rev)"
public,table_definition,pk_table_definition,CREATE UNIQUE INDEX pk_table_definition ON public.table_definition USING btree (id)
public,table_definition_value,pk_table_definition_value,CREATE UNIQUE INDEX pk_table_definition_value ON public.table_definition_value USING btree (id)
public,task,idx_speed_task_contract_id,CREATE INDEX idx_speed_task_contract_id ON public.task USING btree (contract_id)
public,task,idx_speed_task_system_phase_id,CREATE INDEX idx_speed_task_system_phase_id ON public.task USING btree (system_phase_id)
public,task,pk_task,CREATE UNIQUE INDEX pk_task ON public.task USING btree (id)
public,task_acceptors,task_acceptors_pkey,"CREATE UNIQUE INDEX task_acceptors_pkey ON public.task_acceptors USING btree (tasks_id, acceptors_id)"
public,task_assignees,task_assignees_pkey,"CREATE UNIQUE INDEX task_assignees_pkey ON public.task_assignees USING btree (tasks_id, assignees_id)"
public,task_comment,pk_task_comment,CREATE UNIQUE INDEX pk_task_comment ON public.task_comment USING btree (id)
public,task_creators,task_creators_pkey,"CREATE UNIQUE INDEX task_creators_pkey ON public.task_creators USING btree (tasks_id, creators_id)"
public,task_documents,task_documents_pkey,"CREATE UNIQUE INDEX task_documents_pkey ON public.task_documents USING btree (tasks_id, documents_id)"
public,task_listeners,task_listeners_pkey,"CREATE UNIQUE INDEX task_listeners_pkey ON public.task_listeners USING btree (tasks_id, listeners_id)"
public,task_relation,idx_speed_task_relation_parent_id,CREATE INDEX idx_speed_task_relation_parent_id ON public.task_relation USING btree (parent_id)
public,task_relation,idx_task_relation_parent_id,CREATE INDEX idx_task_relation_parent_id ON public.task_relation USING btree (parent_id)
public,task_relation,idx_task_relation_task_id,CREATE INDEX idx_task_relation_task_id ON public.task_relation USING btree (task_id)
public,task_relation,pk_task_relation,CREATE UNIQUE INDEX pk_task_relation ON public.task_relation USING btree (id)
public,task_relation,task_relation_relation_id_relation_type_task_id_parent_id_key,"CREATE UNIQUE INDEX task_relation_relation_id_relation_type_task_id_parent_id_key ON public.task_relation USING btree (relation_id, relation_type, task_id, parent_id)"
public,task_relation_comment,task_relation_comment_pkey,CREATE UNIQUE INDEX task_relation_comment_pkey ON public.task_relation_comment USING btree (id)
public,task_relation_delivery_information_progress,idx_task_relation_delivery_information_progress_task_relation_i,CREATE INDEX idx_task_relation_delivery_information_progress_task_relation_i ON public.task_relation_delivery_information_progress USING btree (task_relation_id)
public,task_relation_delivery_information_progress,pk_task_relation_delivery_information_progress,CREATE UNIQUE INDEX pk_task_relation_delivery_information_progress ON public.task_relation_delivery_information_progress USING btree (id)
public,task_relation_delivery_information_progress,unique_task_relation_delivery_information_progress_name_relatio,"CREATE UNIQUE INDEX unique_task_relation_delivery_information_progress_name_relatio ON public.task_relation_delivery_information_progress USING btree (name, task_relation_id)"
public,task_relation_template,pk_task_relation_template,CREATE UNIQUE INDEX pk_task_relation_template ON public.task_relation_template USING btree (id)
public,task_reviewers,task_reviewers_pkey,"CREATE UNIQUE INDEX task_reviewers_pkey ON public.task_reviewers USING btree (tasks_id, reviewers_id)"
public,task_time_recording,pk_task_time_recording,CREATE UNIQUE INDEX pk_task_time_recording ON public.task_time_recording USING btree (id)
public,technical_system,idx_speed_technical_system_created_by_id,CREATE INDEX idx_speed_technical_system_created_by_id ON public.technical_system USING btree (created_by_id)
public,technical_system,idx_speed_technical_system_ext_identifier_owning_facility_id,"CREATE INDEX idx_speed_technical_system_ext_identifier_owning_facility_id ON public.technical_system USING btree (ext_identifier, owning_facility_id)"
public,technical_system,idx_speed_technical_system_model_id,CREATE INDEX idx_speed_technical_system_model_id ON public.technical_system USING btree (model_id)
public,technical_system,idx_speed_technical_system_system_id,CREATE INDEX idx_speed_technical_system_system_id ON public.technical_system USING btree (system_id)
public,technical_system,pk_technical_system,CREATE UNIQUE INDEX pk_technical_system ON public.technical_system USING btree (id)
public,technical_system_asset_components,idx_speed_technical_system_asset_components_asset_components_id,CREATE INDEX idx_speed_technical_system_asset_components_asset_components_id ON public.technical_system_asset_components USING btree (asset_components_id)
public,technical_system_asset_components,idx_speed_technical_system_asset_components_technical_systems_i,CREATE INDEX idx_speed_technical_system_asset_components_technical_systems_i ON public.technical_system_asset_components USING btree (technical_systems_id)
public,technical_system_asset_components,technical_system_asset_components_pkey,"CREATE UNIQUE INDEX technical_system_asset_components_pkey ON public.technical_system_asset_components USING btree (technical_systems_id, asset_components_id)"
public,technical_system_asset_components_aud,technical_system_asset_components_aud_pkey,"CREATE UNIQUE INDEX technical_system_asset_components_aud_pkey ON public.technical_system_asset_components_aud USING btree (technical_systems_id, asset_components_id, rev)"
public,technical_system_attributes,idx_speed_technical_system_attributes_attributes_id,CREATE INDEX idx_speed_technical_system_attributes_attributes_id ON public.technical_system_attributes USING btree (attributes_id)
public,technical_system_attributes,idx_speed_technical_system_attributes_technical_systems_id,CREATE INDEX idx_speed_technical_system_attributes_technical_systems_id ON public.technical_system_attributes USING btree (technical_systems_id)
public,technical_system_attributes,technical_system_attributes_pkey,"CREATE UNIQUE INDEX technical_system_attributes_pkey ON public.technical_system_attributes USING btree (technical_systems_id, attributes_id)"
public,technical_system_attributes_aud,technical_system_attributes_aud_pkey,"CREATE UNIQUE INDEX technical_system_attributes_aud_pkey ON public.technical_system_attributes_aud USING btree (technical_systems_id, attributes_id, rev)"
public,technical_system_aud,idx_speed_technical_system_aud_created_by_id,CREATE INDEX idx_speed_technical_system_aud_created_by_id ON public.technical_system_aud USING btree (created_by_id)
public,technical_system_aud,idx_speed_technical_system_aud_owning_facility_id,CREATE INDEX idx_speed_technical_system_aud_owning_facility_id ON public.technical_system_aud USING btree (owning_facility_id)
public,technical_system_aud,idx_speed_technical_system_aud_system_id,CREATE INDEX idx_speed_technical_system_aud_system_id ON public.technical_system_aud USING btree (system_id)
public,technical_system_aud,idx_technical_system_aud_revtype,CREATE INDEX idx_technical_system_aud_revtype ON public.technical_system_aud USING btree (revtype)
public,technical_system_aud,technical_system_aud_pkey,"CREATE UNIQUE INDEX technical_system_aud_pkey ON public.technical_system_aud USING btree (id, rev)"
public,technical_system_documents,idx_speed_technical_system_documents_documents_id,CREATE INDEX idx_speed_technical_system_documents_documents_id ON public.technical_system_documents USING btree (documents_id)
public,technical_system_documents,idx_speed_technical_system_documents_technical_systems_id,CREATE INDEX idx_speed_technical_system_documents_technical_systems_id ON public.technical_system_documents USING btree (technical_systems_id)
public,technical_system_documents,technical_system_documents_pkey,"CREATE UNIQUE INDEX technical_system_documents_pkey ON public.technical_system_documents USING btree (technical_systems_id, documents_id)"
public,technical_system_documents_aud,technical_system_documents_aud_pkey,"CREATE UNIQUE INDEX technical_system_documents_aud_pkey ON public.technical_system_documents_aud USING btree (technical_systems_id, documents_id, rev)"
public,technical_system_impacts,technical_system_impacts_pkey,"CREATE UNIQUE INDEX technical_system_impacts_pkey ON public.technical_system_impacts USING btree (technical_systems_id, impacts_id)"
public,technical_system_impacts_aud,technical_system_impacts_aud_pkey,"CREATE UNIQUE INDEX technical_system_impacts_aud_pkey ON public.technical_system_impacts_aud USING btree (technical_systems_id, impacts_id, rev)"
public,technical_system_systems,technical_system_systems_pkey,"CREATE UNIQUE INDEX technical_system_systems_pkey ON public.technical_system_systems USING btree (technical_systems_id, systems_id)"
public,technical_system_systems_aud,technical_system_systems_aud_pkey,"CREATE UNIQUE INDEX technical_system_systems_aud_pkey ON public.technical_system_systems_aud USING btree (technical_systems_id, systems_id, rev)"
public,theme,pk_theme,CREATE UNIQUE INDEX pk_theme ON public.theme USING btree (id)
public,type,idx_speed_type_created_by_id,CREATE INDEX idx_speed_type_created_by_id ON public.type USING btree (created_by_id)
public,type,idx_speed_type_duration_unit_id,CREATE INDEX idx_speed_type_duration_unit_id ON public.type USING btree (duration_unit_id)
public,type,idx_speed_type_ext_identifier_owning_facility_id,"CREATE INDEX idx_speed_type_ext_identifier_owning_facility_id ON public.type USING btree (ext_identifier, owning_facility_id)"
public,type,idx_speed_type_manufacturer_id,CREATE INDEX idx_speed_type_manufacturer_id ON public.type USING btree (manufacturer_id)
public,type,idx_speed_type_model_id,CREATE INDEX idx_speed_type_model_id ON public.type USING btree (model_id)
public,type,idx_speed_type_system_id,CREATE INDEX idx_speed_type_system_id ON public.type USING btree (system_id)
public,type,idx_speed_type_warranty_duration_unit_id,CREATE INDEX idx_speed_type_warranty_duration_unit_id ON public.type USING btree (warranty_duration_unit_id)
public,type,idx_speed_type_warranty_guarantor_labor_id,CREATE INDEX idx_speed_type_warranty_guarantor_labor_id ON public.type USING btree (warranty_guarantor_labor_id)
public,type,idx_speed_type_warranty_guarantor_parts_id,CREATE INDEX idx_speed_type_warranty_guarantor_parts_id ON public.type USING btree (warranty_guarantor_parts_id)
public,type,pk_type,CREATE UNIQUE INDEX pk_type ON public.type USING btree (id)
public,type_assembly,idx_speed_type_assembly_created_by_id,CREATE INDEX idx_speed_type_assembly_created_by_id ON public.type_assembly USING btree (created_by_id)
public,type_assembly,idx_speed_type_assembly_ext_identifier_owning_facility_id,"CREATE INDEX idx_speed_type_assembly_ext_identifier_owning_facility_id ON public.type_assembly USING btree (ext_identifier, owning_facility_id)"
public,type_assembly,idx_speed_type_assembly_model_id,CREATE INDEX idx_speed_type_assembly_model_id ON public.type_assembly USING btree (model_id)
public,type_assembly,idx_speed_type_assembly_parent_id,CREATE INDEX idx_speed_type_assembly_parent_id ON public.type_assembly USING btree (parent_id)
public,type_assembly,idx_speed_type_assembly_system_id,CREATE INDEX idx_speed_type_assembly_system_id ON public.type_assembly USING btree (system_id)
public,type_assembly,pk_type_assembly,CREATE UNIQUE INDEX pk_type_assembly ON public.type_assembly USING btree (id)
public,type_assembly_attributes,idx_speed_type_assembly_attributes_attributes_id,CREATE INDEX idx_speed_type_assembly_attributes_attributes_id ON public.type_assembly_attributes USING btree (attributes_id)
public,type_assembly_attributes,idx_speed_type_assembly_attributes_type_assemblys_id,CREATE INDEX idx_speed_type_assembly_attributes_type_assemblys_id ON public.type_assembly_attributes USING btree (type_assemblies_id)
public,type_assembly_attributes,type_assembly_attributes_pkey,"CREATE UNIQUE INDEX type_assembly_attributes_pkey ON public.type_assembly_attributes USING btree (type_assemblies_id, attributes_id)"
public,type_assembly_attributes_aud,idx_type_assembly_attributes_aud_revtype,CREATE INDEX idx_type_assembly_attributes_aud_revtype ON public.type_assembly_attributes_aud USING btree (revtype)
public,type_assembly_attributes_aud,type_assembly_attributes_aud_pkey,"CREATE UNIQUE INDEX type_assembly_attributes_aud_pkey ON public.type_assembly_attributes_aud USING btree (type_assemblies_id, attributes_id, rev)"
public,type_assembly_aud,idx_speed_type_assembly_aud_created_by_id,CREATE INDEX idx_speed_type_assembly_aud_created_by_id ON public.type_assembly_aud USING btree (created_by_id)
public,type_assembly_aud,idx_speed_type_assembly_aud_owning_facility_id,CREATE INDEX idx_speed_type_assembly_aud_owning_facility_id ON public.type_assembly_aud USING btree (owning_facility_id)
public,type_assembly_aud,idx_speed_type_assembly_aud_parent_id,CREATE INDEX idx_speed_type_assembly_aud_parent_id ON public.type_assembly_aud USING btree (parent_id)
public,type_assembly_aud,idx_speed_type_assembly_aud_system_id,CREATE INDEX idx_speed_type_assembly_aud_system_id ON public.type_assembly_aud USING btree (system_id)
public,type_assembly_aud,idx_type_assembly_aud_id,CREATE INDEX idx_type_assembly_aud_id ON public.type_assembly_aud USING btree (id)
public,type_assembly_aud,idx_type_assembly_aud_rev,CREATE INDEX idx_type_assembly_aud_rev ON public.type_assembly_aud USING btree (rev)
public,type_assembly_aud,idx_type_assembly_aud_revend,CREATE INDEX idx_type_assembly_aud_revend ON public.type_assembly_aud USING btree (revend)
public,type_assembly_aud,idx_type_assembly_aud_revtype,CREATE INDEX idx_type_assembly_aud_revtype ON public.type_assembly_aud USING btree (revtype)
public,type_assembly_documents,idx_speed_type_assembly_documents_documents_id,CREATE INDEX idx_speed_type_assembly_documents_documents_id ON public.type_assembly_documents USING btree (documents_id)
public,type_assembly_documents,idx_speed_type_assembly_documents_type_assemblies_id,CREATE INDEX idx_speed_type_assembly_documents_type_assemblies_id ON public.type_assembly_documents USING btree (type_assemblies_id)
public,type_assembly_documents,type_assembly_documents_pkey,"CREATE UNIQUE INDEX type_assembly_documents_pkey ON public.type_assembly_documents USING btree (type_assemblies_id, documents_id)"
public,type_assembly_documents_aud,idx_type_assembly_documents_aud_revtype,CREATE INDEX idx_type_assembly_documents_aud_revtype ON public.type_assembly_documents_aud USING btree (revtype)
public,type_assembly_documents_aud,type_assembly_documents_aud_pkey,"CREATE UNIQUE INDEX type_assembly_documents_aud_pkey ON public.type_assembly_documents_aud USING btree (type_assemblies_id, documents_id, rev)"
public,type_assembly_impacts,type_assembly_impacts_pkey,"CREATE UNIQUE INDEX type_assembly_impacts_pkey ON public.type_assembly_impacts USING btree (type_assemblies_id, impacts_id)"
public,type_assembly_impacts_aud,idx_type_assembly_impacts_aud_revtype,CREATE INDEX idx_type_assembly_impacts_aud_revtype ON public.type_assembly_impacts_aud USING btree (revtype)
public,type_assembly_impacts_aud,type_assembly_impacts_aud_pkey,"CREATE UNIQUE INDEX type_assembly_impacts_aud_pkey ON public.type_assembly_impacts_aud USING btree (type_assemblies_id, impacts_id, rev)"
public,type_assembly_types,type_assembly_types_pkey,"CREATE UNIQUE INDEX type_assembly_types_pkey ON public.type_assembly_types USING btree (type_assemblies_id, types_id)"
public,type_assembly_types_aud,type_assembly_types_aud_pkey,"CREATE UNIQUE INDEX type_assembly_types_aud_pkey ON public.type_assembly_types_aud USING btree (type_assemblies_id, types_id, rev)"
public,type_attributes,idx_speed_type_attributes_attributes_id,CREATE INDEX idx_speed_type_attributes_attributes_id ON public.type_attributes USING btree (attributes_id)
public,type_attributes,idx_speed_type_attributes_types_id,CREATE INDEX idx_speed_type_attributes_types_id ON public.type_attributes USING btree (types_id)
public,type_attributes,type_attributes_pkey,"CREATE UNIQUE INDEX type_attributes_pkey ON public.type_attributes USING btree (types_id, attributes_id)"
public,type_attributes_aud,idx_type_attributes_aud_revtype,CREATE INDEX idx_type_attributes_aud_revtype ON public.type_attributes_aud USING btree (revtype)
public,type_attributes_aud,type_attributes_aud_pkey,"CREATE UNIQUE INDEX type_attributes_aud_pkey ON public.type_attributes_aud USING btree (types_id, attributes_id, rev)"
public,type_aud,idx_speed_type_aud_created_by_id,CREATE INDEX idx_speed_type_aud_created_by_id ON public.type_aud USING btree (created_by_id)
public,type_aud,idx_speed_type_aud_duration_unit_id,CREATE INDEX idx_speed_type_aud_duration_unit_id ON public.type_aud USING btree (duration_unit_id)
public,type_aud,idx_speed_type_aud_manufacturer_id,CREATE INDEX idx_speed_type_aud_manufacturer_id ON public.type_aud USING btree (manufacturer_id)
public,type_aud,idx_speed_type_aud_owning_facility_id,CREATE INDEX idx_speed_type_aud_owning_facility_id ON public.type_aud USING btree (owning_facility_id)
public,type_aud,idx_speed_type_aud_system_id,CREATE INDEX idx_speed_type_aud_system_id ON public.type_aud USING btree (system_id)
public,type_aud,idx_speed_type_aud_warranty_duration_unit_id,CREATE INDEX idx_speed_type_aud_warranty_duration_unit_id ON public.type_aud USING btree (warranty_duration_unit_id)
public,type_aud,idx_speed_type_aud_warranty_guarantor_labor_id,CREATE INDEX idx_speed_type_aud_warranty_guarantor_labor_id ON public.type_aud USING btree (warranty_guarantor_labor_id)
public,type_aud,idx_speed_type_aud_warranty_guarantor_parts_id,CREATE INDEX idx_speed_type_aud_warranty_guarantor_parts_id ON public.type_aud USING btree (warranty_guarantor_parts_id)
public,type_aud,idx_type_aud_id,CREATE INDEX idx_type_aud_id ON public.type_aud USING btree (id)
public,type_aud,idx_type_aud_rev,CREATE INDEX idx_type_aud_rev ON public.type_aud USING btree (rev)
public,type_aud,idx_type_aud_revend,CREATE INDEX idx_type_aud_revend ON public.type_aud USING btree (revend)
public,type_aud,idx_type_aud_revtype,CREATE INDEX idx_type_aud_revtype ON public.type_aud USING btree (revtype)
public,type_documents,idx_speed_type_documents_documents_id,CREATE INDEX idx_speed_type_documents_documents_id ON public.type_documents USING btree (documents_id)
public,type_documents,idx_speed_type_documents_types_id,CREATE INDEX idx_speed_type_documents_types_id ON public.type_documents USING btree (types_id)
public,type_documents,type_documents_pkey,"CREATE UNIQUE INDEX type_documents_pkey ON public.type_documents USING btree (types_id, documents_id)"
public,type_documents_aud,idx_type_documents_aud_revtype,CREATE INDEX idx_type_documents_aud_revtype ON public.type_documents_aud USING btree (revtype)
public,type_documents_aud,type_documents_aud_pkey,"CREATE UNIQUE INDEX type_documents_aud_pkey ON public.type_documents_aud USING btree (types_id, documents_id, rev)"
public,type_filter_definition,type_filter_definition_pkey,CREATE UNIQUE INDEX type_filter_definition_pkey ON public.type_filter_definition USING btree (id)
public,type_filter_template,type_filter_template_pkey,CREATE UNIQUE INDEX type_filter_template_pkey ON public.type_filter_template USING btree (id)
public,type_impacts,type_impacts_pkey,"CREATE UNIQUE INDEX type_impacts_pkey ON public.type_impacts USING btree (types_id, impacts_id)"
public,type_impacts_aud,idx_type_impacts_aud_revtype,CREATE INDEX idx_type_impacts_aud_revtype ON public.type_impacts_aud USING btree (revtype)
public,type_impacts_aud,type_impacts_aud_pkey,"CREATE UNIQUE INDEX type_impacts_aud_pkey ON public.type_impacts_aud USING btree (types_id, impacts_id, rev)"
public,type_spares,idx_speed_type_spares_spares_id,CREATE INDEX idx_speed_type_spares_spares_id ON public.type_spares USING btree (spares_id)
public,type_spares,idx_speed_type_spares_types_id,CREATE INDEX idx_speed_type_spares_types_id ON public.type_spares USING btree (types_id)
public,type_spares,type_spares_pkey,"CREATE UNIQUE INDEX type_spares_pkey ON public.type_spares USING btree (types_id, spares_id)"
public,type_spares_aud,type_spares_aud_pkey,"CREATE UNIQUE INDEX type_spares_aud_pkey ON public.type_spares_aud USING btree (types_id, spares_id, rev)"
public,unit,pk_unit,CREATE UNIQUE INDEX pk_unit ON public.unit USING btree (id)
public,unit_aud,unit_aud_pkey,"CREATE UNIQUE INDEX unit_aud_pkey ON public.unit_aud USING btree (id, rev)"
public,unit_type,pk_unit_type,CREATE UNIQUE INDEX pk_unit_type ON public.unit_type USING btree (id)
public,user_group,user_group_pkey,CREATE UNIQUE INDEX user_group_pkey ON public.user_group USING btree (id)
public,user_group_jhi_users,user_group_jhi_users_pkey,"CREATE UNIQUE INDEX user_group_jhi_users_pkey ON public.user_group_jhi_users USING btree (user_group_id, jhi_user_id)"
public,viewer_appearance,viewer_appearance_pkey,CREATE UNIQUE INDEX viewer_appearance_pkey ON public.viewer_appearance USING btree (id)
public,viewer_settings,viewer_settings_pkey,CREATE UNIQUE INDEX viewer_settings_pkey ON public.viewer_settings USING btree (id)
public,viewpoint,viewpoint_pkey,CREATE UNIQUE INDEX viewpoint_pkey ON public.viewpoint USING btree (id)
public,viewpoint_user_favorite,viewpoint_user_favorite_pkey,CREATE UNIQUE INDEX viewpoint_user_favorite_pkey ON public.viewpoint_user_favorite USING btree (id)
public,viewpoint_user_group_favorite,viewpoint_user_group_favorite_pkey,CREATE UNIQUE INDEX viewpoint_user_group_favorite_pkey ON public.viewpoint_user_group_favorite USING btree (id)
public,viewpoint_viewer_appearances,pk_viewpoint_viewer_appearances,"CREATE UNIQUE INDEX pk_viewpoint_viewer_appearances ON public.viewpoint_viewer_appearances USING btree (viewpoints_id, viewer_appearances_id)"
public,warranty_reminder,pk_warranty_reminder,CREATE UNIQUE INDEX pk_warranty_reminder ON public.warranty_reminder USING btree (id)
public,warranty_reminder_recipient,warranty_reminder_recipient_pkey,"CREATE UNIQUE INDEX warranty_reminder_recipient_pkey ON public.warranty_reminder_recipient USING btree (warranty_reminder_id, recipient_id)"
public,xml_import_entry,idx_xml_import_entry_foid_cobentity,"CREATE INDEX idx_xml_import_entry_foid_cobentity ON public.xml_import_entry USING btree (file_operation_id, cobie_entity)"
public,xml_import_entry,pk_xml_import_entry,CREATE UNIQUE INDEX pk_xml_import_entry ON public.xml_import_entry USING btree (id)
public,zone,idx_speed_zone_created_by_id,CREATE INDEX idx_speed_zone_created_by_id ON public.zone USING btree (created_by_id)
public,zone,idx_speed_zone_ext_identifier_owning_facility_id,"CREATE INDEX idx_speed_zone_ext_identifier_owning_facility_id ON public.zone USING btree (ext_identifier, owning_facility_id)"
public,zone,idx_speed_zone_model_id,CREATE INDEX idx_speed_zone_model_id ON public.zone USING btree (model_id)
public,zone,pk_zone,CREATE UNIQUE INDEX pk_zone ON public.zone USING btree (id)
public,zone_attributes,idx_speed_zone_attributes_attributes_id,CREATE INDEX idx_speed_zone_attributes_attributes_id ON public.zone_attributes USING btree (attributes_id)
public,zone_attributes,idx_speed_zone_attributes_zones_id,CREATE INDEX idx_speed_zone_attributes_zones_id ON public.zone_attributes USING btree (zones_id)
public,zone_attributes,zone_attributes_pkey,"CREATE UNIQUE INDEX zone_attributes_pkey ON public.zone_attributes USING btree (zones_id, attributes_id)"
public,zone_attributes_aud,idx_zone_attributes_aud_revtype,CREATE INDEX idx_zone_attributes_aud_revtype ON public.zone_attributes_aud USING btree (revtype)
public,zone_attributes_aud,zone_attributes_aud_pkey,"CREATE UNIQUE INDEX zone_attributes_aud_pkey ON public.zone_attributes_aud USING btree (zones_id, attributes_id, rev)"
public,zone_aud,idx_speed_zone_aud_created_by_id,CREATE INDEX idx_speed_zone_aud_created_by_id ON public.zone_aud USING btree (created_by_id)
